SampleID	JobID	WallTime	MemUsed	State	Log
BMT170D55	11165869	00:07:19	101.24 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT170D55.11165869.log
BMT170PRE	11165872	00:07:01	92.64 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT170PRE.11165872.log
BMT171D0	11165875	00:06:55	127.18 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT171D0.11165875.log
BMT171D23	11165878	00:07:06	157.09 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT171D23.11165878.log
BMT171PRE	11165881	00:13:45	117.28 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT171PRE.11165881.log
BMT173D2	11165884	00:09:44	103.60 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT173D2.11165884.log
BMT173D37	11165887	00:09:49	123.26 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT173D37.11165887.log
BMT173D69	11165890	00:10:20	97.37 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT173D69.11165890.log
BMT173PRE	11165893	00:06:41	146.97 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT173PRE.11165893.log
BMT174D61	11165896	00:06:17	133.30 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT174D61.11165896.log
BMT174D7	11165899	00:07:30	99.75 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT174D7.11165899.log
BMT174PRE	11165902	00:01:06	53.18 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT174PRE.11165902.log
BMT180D0	11165905	00:07:51	95.63 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT180D0.11165905.log
BMT180D-6	11165908	00:07:39	98.52 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT180D-6.11165908.log
BMT181D3	11165911	00:06:52	83.18 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT181D3.11165911.log
BMT181PRE	11165914	00:07:59	147.51 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT181PRE.11165914.log
BMT182D-12	11165917	00:10:53	106.46 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT182D-12.11165917.log
BMT182D-13	11165920	00:08:10	169.76 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT182D-13.11165920.log
BMT183D5	11165923	00:06:04	97.76 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT183D5.11165923.log
BMT183D7	11165926	00:07:10	90.16 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT183D7.11165926.log
BMT184PRE	11165929	00:05:47	86.70 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT184PRE.11165929.log
BMT185D0	11165932	00:06:23	98.23 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT185D0.11165932.log
BMT185PRE	11165935	00:05:41	90.55 GB	COMPLETED	UNC_short/2.1_kraken2/logs/BMT185PRE.11165935.log
