SampleID	JobID	WallTime	MemUsed	State	Log
BMT173D69	11132683	01:24:23	10.18 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT173D69.11132683.log
BMT173PRE	11132687	00:58:29	10.71 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT173PRE.11132687.log
BMT174D61	11132691	00:45:15	10.23 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT174D61.11132691.log
BMT174D7	11132695	00:59:58	7.28 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT174D7.11132695.log
BMT174PRE	11139804	00:02:46	551.80 MB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT174PRE.11139804.log
BMT180D0	11132699	00:52:08	11.64 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT180D0.11132699.log
BMT180D-6	11132703	00:52:58	11.61 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT180D-6.11132703.log
BMT181D3	11132707	00:51:06	9.28 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT181D3.11132707.log
BMT181PRE	11132711	01:16:28	14.10 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT181PRE.11132711.log
BMT182D-12	11132715	01:49:41	19.73 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT182D-12.11132715.log
BMT182D-13	11132719	01:13:23	14.30 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT182D-13.11132719.log
BMT183D5	11132723	00:58:51	10.60 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT183D5.11132723.log
BMT183D7	11132727	00:54:47	11.92 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT183D7.11132727.log
BMT184PRE	11132731	00:44:46	10.12 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT184PRE.11132731.log
BMT185D0	11132735	01:00:41	10.25 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT185D0.11132735.log
BMT185PRE	11132739	00:52:36	4.80 GB	COMPLETED	UNC_short/0.3_sequence_trim/logs/BMT185PRE.11132739.log
